ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S35,Right,Male,N,2,4,y,211,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,N,3,7,x,183,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,N,3,7,y,109,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,N,4,9,x,63,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,N,4,9,y,379,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,1,least,x,178,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,1,least,y,577,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,2,less,x,80,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,2,less,y,366,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,3,more,x,686,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,3,more,y,372,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,4,most,x,381,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,Q,4,most,y,669,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,1,worst,x,89,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,1,worst,y,383,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,2,worse,x,170,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,2,worse,y,580,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,3,better,x,377,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,3,better,y,58,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,4,best,x,387,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S35,Right,Male,V,4,best,y,667,I felt the most would be at the top with more being a little more clockwise. Least and less would be closer to 11 on a clock.,"For worst, I felt it was closer to 11 on a clock, while worse was slightly less around 9. Best was at 12 and better at 3.",I did not have these words.,I place them according to where they would be on a clock. I felt this was the most accurate representation.
S36,Right,Female,N,1,2,x,349,knoweldge,NA,good,NA
S36,Right,Female,N,1,2,y,569,knoweldge,NA,good,NA
S36,Right,Female,N,2,4,x,213,knoweldge,NA,good,NA
S36,Right,Female,N,2,4,y,388,knoweldge,NA,good,NA
S36,Right,Female,N,3,7,x,563,knoweldge,NA,good,NA
S36,Right,Female,N,3,7,y,394,knoweldge,NA,good,NA
S36,Right,Female,N,4,9,x,403,knoweldge,NA,good,NA
S36,Right,Female,N,4,9,y,245,knoweldge,NA,good,NA
S36,Right,Female,T,1,earliest,x,312,knoweldge,NA,good,NA
S36,Right,Female,T,1,earliest,y,422,knoweldge,NA,good,NA
S36,Right,Female,T,2,earlier,x,429,knoweldge,NA,good,NA
S36,Right,Female,T,2,earlier,y,324,knoweldge,NA,good,NA
S36,Right,Female,T,3,later,x,532,knoweldge,NA,good,NA
S36,Right,Female,T,3,later,y,462,knoweldge,NA,good,NA
S36,Right,Female,T,4,latest,x,401,knoweldge,NA,good,NA
S36,Right,Female,T,4,latest,y,517,knoweldge,NA,good,NA
S36,Right,Female,V,1,worst,x,369,knoweldge,NA,good,NA
S36,Right,Female,V,1,worst,y,509,knoweldge,NA,good,NA
S36,Right,Female,V,2,worse,x,337,knoweldge,NA,good,NA
S36,Right,Female,V,2,worse,y,551,knoweldge,NA,good,NA
S36,Right,Female,V,3,better,x,369,knoweldge,NA,good,NA
S36,Right,Female,V,3,better,y,539,knoweldge,NA,good,NA
S36,Right,Female,V,4,best,x,346,knoweldge,NA,good,NA
S36,Right,Female,V,4,best,y,482,knoweldge,NA,good,NA
S37,Right,Male,N,1,2,x,178,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,1,2,y,364,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,2,4,x,304,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,2,4,y,364,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,3,7,x,395,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,3,7,y,366,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,4,9,x,447,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,N,4,9,y,366,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,1,least,x,420,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,1,least,y,381,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,2,less,x,370,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,2,less,y,445,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,3,more,x,318,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,3,more,y,604,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,4,most,x,362,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,Q,4,most,y,663,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,1,worst,x,401,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,1,worst,y,369,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,2,worse,x,386,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,2,worse,y,380,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,3,better,x,457,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,3,better,y,600,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,4,best,x,412,NA,NA,NA,i placed them on imaginary X axis
S37,Right,Male,V,4,best,y,689,NA,NA,NA,i placed them on imaginary X axis
S38,Right,Male,N,1,2,x,180,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,1,2,y,342,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,2,4,x,328,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,2,4,y,347,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,3,7,x,523,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,3,7,y,342,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,4,9,x,619,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,N,4,9,y,343,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,1,least,x,74,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,1,least,y,350,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,2,less,x,210,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,2,less,y,348,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,3,more,x,545,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,3,more,y,358,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,4,most,x,696,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S38,Right,Male,Q,4,most,y,357,NA,NA,NA,I put them where they would approximately fit on a linear number line on the X axis.
S39,Right,Male,N,1,2,x,547,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,1,2,y,578,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,2,4,x,619,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,2,4,y,263,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,3,7,x,279,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,3,7,y,136,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,4,9,x,144,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,N,4,9,y,380,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,1,least,x,393,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,1,least,y,58,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,2,less,x,388,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,2,less,y,305,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,3,more,x,387,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,3,more,y,488,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,4,most,x,386,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,Q,4,most,y,675,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,1,earliest,x,72,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,1,earliest,y,355,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,2,earlier,x,273,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,2,earlier,y,347,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,3,later,x,498,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,3,later,y,359,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,4,latest,x,702,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,T,4,latest,y,371,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,1,worst,x,379,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,1,worst,y,38,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,2,worse,x,385,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,2,worse,y,226,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,3,better,x,380,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,3,better,y,487,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,4,best,x,376,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S39,Right,Male,V,4,best,y,684,"I thought of it like a bar, and chose the lower numbers to be at the bottom, and higher to be at the top.","I placed the better words higher, and the worse words lower.","I put the earlier words to the left, and the later words to the right as if it were a timeline.","I acted like the circle was a clock, and put each number where the would be on a clock."
S4,Right,Male,N,1,2,x,365,NA,NA,NA,NA
S4,Right,Male,N,1,2,y,579,NA,NA,NA,NA
S4,Right,Male,N,2,4,x,238,NA,NA,NA,NA
S4,Right,Male,N,2,4,y,409,NA,NA,NA,NA
S4,Right,Male,N,3,7,x,429,NA,NA,NA,NA
S4,Right,Male,N,3,7,y,306,NA,NA,NA,NA
S4,Right,Male,N,4,9,x,460,NA,NA,NA,NA
S4,Right,Male,N,4,9,y,461,NA,NA,NA,NA
S4,Right,Male,Q,1,least,x,268,NA,NA,NA,NA
S4,Right,Male,Q,1,least,y,569,NA,NA,NA,NA
S4,Right,Male,Q,2,less,x,327,NA,NA,NA,NA
S4,Right,Male,Q,2,less,y,360,NA,NA,NA,NA
S4,Right,Male,Q,3,more,x,321,NA,NA,NA,NA
S4,Right,Male,Q,3,more,y,319,NA,NA,NA,NA
S4,Right,Male,Q,4,most,x,420,NA,NA,NA,NA
S4,Right,Male,Q,4,most,y,504,NA,NA,NA,NA
S4,Right,Male,T,1,earliest,x,336,NA,NA,NA,NA
S4,Right,Male,T,1,earliest,y,205,NA,NA,NA,NA
S4,Right,Male,T,2,earlier,x,400,NA,NA,NA,NA
S4,Right,Male,T,2,earlier,y,472,NA,NA,NA,NA
S4,Right,Male,T,3,later,x,496,NA,NA,NA,NA
S4,Right,Male,T,3,later,y,297,NA,NA,NA,NA
S4,Right,Male,T,4,latest,x,256,NA,NA,NA,NA
S4,Right,Male,T,4,latest,y,350,NA,NA,NA,NA
S4,Right,Male,V,1,worst,x,406,NA,NA,NA,NA
S4,Right,Male,V,1,worst,y,81,NA,NA,NA,NA
S4,Right,Male,V,2,worse,x,436,NA,NA,NA,NA
S4,Right,Male,V,2,worse,y,115,NA,NA,NA,NA
S4,Right,Male,V,3,better,x,464,NA,NA,NA,NA
S4,Right,Male,V,3,better,y,571,NA,NA,NA,NA
S4,Right,Male,V,4,best,x,385,NA,NA,NA,NA
S4,Right,Male,V,4,best,y,575,NA,NA,NA,NA
S40,Right,Male,N,1,2,x,544,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,1,2,y,632,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,2,4,x,685,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,2,4,y,351,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,3,7,x,151,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,3,7,y,176,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,4,9,x,142,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,N,4,9,y,549,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,1,least,x,695,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,1,least,y,369,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,2,less,x,375,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,2,less,y,53,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,3,more,x,72,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,3,more,y,385,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,4,most,x,381,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,Q,4,most,y,680,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,1,worst,x,70,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,1,worst,y,364,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,2,worse,x,372,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,2,worse,y,52,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,3,better,x,698,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,3,better,y,360,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,4,best,x,374,went clockwise,went clockwise,went clockwise,went clockwise
S40,Right,Male,V,4,best,y,678,went clockwise,went clockwise,went clockwise,went clockwise
S41,Right,Male,Q,1,least,x,473,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,1,least,y,416,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,2,less,x,506,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,2,less,y,327,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,3,more,x,450,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,3,more,y,515,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,4,most,x,438,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,Q,4,most,y,609,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,1,earliest,x,399,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,1,earliest,y,277,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,2,earlier,x,299,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,2,earlier,y,206,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,3,later,x,577,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,3,later,y,457,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,4,latest,x,589,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,T,4,latest,y,547,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,1,worst,x,378,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,1,worst,y,447,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,2,worse,x,382,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,2,worse,y,578,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,3,better,x,531,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,3,better,y,439,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,4,best,x,482,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S41,Right,Male,V,4,best,y,285,It's a matter of intensity,Every  word has its own intensity level,"Early is right, it feels right
And late feels left for me",The different values
S42,Right,Female,Q,1,least,x,388,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,Q,1,least,y,57,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,Q,2,less,x,389,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
